EmployeeNumber,Age,Gender,MaritalStatus,Attrition,Department,EducationField,Education,DistanceFromHome,BusinessTravel,Over18,EmployeeCount,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Tenure_Band,NumCompaniesWorked
407,36,Male,Married,No,Product & Engineering,Biological Sciences,4,18,Frequent Travel,Y,1,4,1,0,0,0,0-2 yrs,4
817,33,Male,Married,No,Product & Engineering,Medical Sciences,3,7,Occasional Travel,Y,1,14,13,9,3,7,10+ yrs,0
397,36,Male,Single,No,Product & Engineering,Applied Technology,3,3,Occasional Travel,Y,1,10,8,0,7,7,6-10 yrs,4
634,38,Female,Married,No,Product & Engineering,Medical Sciences,3,10,Occasional Travel,Y,1,18,1,0,0,0,0-2 yrs,3
799,54,Female,Divorced,No,Product & Engineering,Medical Sciences,4,19,Occasional Travel,Y,1,9,5,3,1,4,3-5 yrs,9
1440,37,Male,Single,No,Product & Engineering,Applied Technology,2,5,No Travel,Y,1,7,6,5,1,3,6-10 yrs,0
1044,33,Female,Single,No,Business Development,Biological Sciences,1,8,No Travel,Y,1,3,2,2,2,2,0-2 yrs,0
2055,50,Male,Divorced,Yes,Business Development,Marketing & Communications,3,28,Occasional Travel,Y,1,20,3,2,2,0,3-5 yrs,4
170,49,Female,Married,No,Product & Engineering,Medical Sciences,4,20,Occasional Travel,Y,1,16,15,11,5,11,10+ yrs,1
1477,33,Male,Married,No,Business Development,Medical Sciences,3,7,Frequent Travel,Y,1,5,4,3,0,3,3-5 yrs,0
449,27,Male,Married,No,Business Development,Marketing & Communications,1,1,No Travel,Y,1,6,5,4,1,4,3-5 yrs,0
440,28,Male,Married,Yes,Product & Engineering,Medical Sciences,4,2,Occasional Travel,Y,1,5,3,2,2,2,3-5 yrs,5
909,39,Female,Married,No,People Operations,Biological Sciences,3,2,Occasional Travel,Y,1,13,5,4,0,4,3-5 yrs,8
1569,35,Female,Divorced,Yes,Product & Engineering,Biological Sciences,3,2,Occasional Travel,Y,1,1,1,0,0,0,0-2 yrs,1
997,50,Male,Divorced,No,Product & Engineering,Medical Sciences,2,1,Occasional Travel,Y,1,32,5,4,1,3,3-5 yrs,9
178,36,Male,Divorced,No,Product & Engineering,Medical Sciences,2,6,Occasional Travel,Y,1,7,3,2,0,1,3-5 yrs,6
1780,21,Male,Single,Yes,Business Development,Marketing & Communications,1,7,Occasional Travel,Y,1,1,1,0,1,0,0-2 yrs,1
644,50,Male,Married,No,People Operations,Medical Sciences,3,3,Frequent Travel,Y,1,32,32,5,10,7,10+ yrs,1
1118,52,Male,Single,No,Product & Engineering,Biological Sciences,4,7,Occasional Travel,Y,1,18,8,6,4,0,6-10 yrs,7
582,33,Male,Married,Yes,Product & Engineering,Medical Sciences,1,15,Occasional Travel,Y,1,15,7,6,7,7,6-10 yrs,7
1827,47,Female,Divorced,No,Product & Engineering,Biological Sciences,3,4,Occasional Travel,Y,1,28,22,11,14,10,10+ yrs,8
872,22,Male,Married,No,Product & Engineering,Biological Sciences,2,1,Occasional Travel,Y,1,4,2,2,2,2,0-2 yrs,6
828,28,Male,Single,Yes,Product & Engineering,Medical Sciences,4,2,Occasional Travel,Y,1,5,2,2,2,1,0-2 yrs,6
1681,33,Female,Divorced,No,Business Development,Biological Sciences,3,16,No Travel,Y,1,7,6,5,1,2,6-10 yrs,1
215,40,Male,Married,No,Business Development,Marketing & Communications,4,4,Occasional Travel,Y,1,15,12,11,2,11,10+ yrs,7
1371,27,Male,Single,No,Business Development,Biological Sciences,1,2,Frequent Travel,Y,1,8,6,2,0,0,6-10 yrs,3
2012,40,Male,Married,No,Product & Engineering,Biological Sciences,4,1,Occasional Travel,Y,1,8,1,0,0,0,0-2 yrs,8
1096,55,Male,Married,No,Product & Engineering,Biological Sciences,1,2,Frequent Travel,Y,1,23,3,2,1,2,3-5 yrs,3
1108,33,Male,Single,Yes,Product & Engineering,Medical Sciences,3,25,Occasional Travel,Y,1,5,2,2,2,2,0-2 yrs,4
970,37,Male,Married,Yes,Business Development,Biological Sciences,4,1,Occasional Travel,Y,1,17,14,1,11,7,10+ yrs,5
1779,34,Female,Single,No,Business Development,Biological Sciences,2,3,Occasional Travel,Y,1,6,2,2,2,2,0-2 yrs,5
1280,46,Female,Married,No,Business Development,Marketing & Communications,2,4,Occasional Travel,Y,1,26,11,4,0,8,10+ yrs,2
1582,38,Male,Married,No,Business Development,Biological Sciences,3,14,Occasional Travel,Y,1,10,9,8,7,7,6-10 yrs,0
1311,30,Female,Married,No,Product & Engineering,Applied Technology,3,6,Occasional Travel,Y,1,10,9,2,6,7,6-10 yrs,0
847,34,Male,Married,No,People Operations,HR Studies,2,3,Occasional Travel,Y,1,4,3,2,0,2,3-5 yrs,0
1658,34,Female,Divorced,No,Product & Engineering,Biological Sciences,3,3,Occasional Travel,Y,1,11,11,8,7,9,10+ yrs,1
2036,36,Male,Divorced,No,Business Development,Marketing & Communications,4,15,No Travel,Y,1,15,15,12,11,11,10+ yrs,1
2040,35,Female,Single,No,People Operations,Biological Sciences,4,26,Occasional Travel,Y,1,9,9,0,1,7,6-10 yrs,1
586,35,Male,Married,No,Product & Engineering,Biological Sciences,3,16,Occasional Travel,Y,1,10,8,7,0,0,6-10 yrs,4
1740,40,Male,Single,No,Business Development,Medical Sciences,4,7,Occasional Travel,Y,1,21,21,8,12,8,10+ yrs,1
128,24,Female,Married,No,Business Development,General Studies,2,3,Occasional Travel,Y,1,4,3,2,0,2,3-5 yrs,0
981,53,Male,Divorced,No,Business Development,Medical Sciences,2,2,Occasional Travel,Y,1,22,17,13,15,2,10+ yrs,6
1671,32,Male,Divorced,No,Product & Engineering,Medical Sciences,3,2,Occasional Travel,Y,1,10,9,5,1,6,6-10 yrs,0
1504,28,Male,Single,Yes,Product & Engineering,Medical Sciences,2,2,Frequent Travel,Y,1,8,0,0,0,0,0-2 yrs,7
1501,55,Male,Married,No,Product & Engineering,Biological Sciences,4,4,Occasional Travel,Y,1,4,3,2,1,2,3-5 yrs,0
548,30,Female,Single,No,Product & Engineering,Biological Sciences,3,2,Occasional Travel,Y,1,11,5,4,0,2,3-5 yrs,2
848,26,Female,Married,Yes,Product & Engineering,Medical Sciences,2,5,Frequent Travel,Y,1,8,8,7,1,7,6-10 yrs,1
811,23,Male,Married,Yes,Product & Engineering,Biological Sciences,3,6,Occasional Travel,Y,1,1,0,0,0,0,0-2 yrs,1
211,51,Male,Married,No,Product & Engineering,Medical Sciences,4,7,Occasional Travel,Y,1,10,1,0,0,0,0-2 yrs,2
827,42,Female,Married,No,Product & Engineering,Biological Sciences,2,1,Occasional Travel,Y,1,8,4,3,0,2,3-5 yrs,9
856,35,Female,Single,No,Product & Engineering,Medical Sciences,1,27,Occasional Travel,Y,1,6,6,5,1,1,6-10 yrs,1
600,35,Male,Married,No,Business Development,Marketing & Communications,3,1,Occasional Travel,Y,1,15,11,9,6,9,10+ yrs,9
701,20,Male,Single,Yes,Product & Engineering,Medical Sciences,1,10,Occasional Travel,Y,1,1,1,0,1,1,0-2 yrs,1
1387,28,Male,Married,No,Business Development,Biological Sciences,3,26,Occasional Travel,Y,1,5,5,3,0,4,3-5 yrs,1
1202,29,Female,Married,No,Product & Engineering,Biological Sciences,1,15,Occasional Travel,Y,1,6,5,4,1,3,3-5 yrs,0
520,43,Male,Divorced,No,Product & Engineering,Biological Sciences,3,12,Occasional Travel,Y,1,25,25,10,3,9,10+ yrs,1
1180,40,Female,Married,No,Product & Engineering,Medical Sciences,2,26,Frequent Travel,Y,1,16,1,1,0,0,0-2 yrs,3
1192,29,Female,Married,No,Product & Engineering,Medical Sciences,1,6,Occasional Travel,Y,1,10,10,8,0,8,6-10 yrs,1
1863,46,Female,Divorced,No,Business Development,Applied Technology,3,3,Occasional Travel,Y,1,25,19,17,2,8,10+ yrs,2
1792,44,Male,Divorced,Yes,Product & Engineering,Medical Sciences,2,1,Frequent Travel,Y,1,6,5,3,2,3,3-5 yrs,1
1443,47,Female,Married,No,Product & Engineering,Medical Sciences,4,2,Occasional Travel,Y,1,26,20,17,5,6,10+ yrs,3
772,32,Male,Married,No,Product & Engineering,Biological Sciences,4,24,Frequent Travel,Y,1,10,10,8,4,7,6-10 yrs,1
662,38,Female,Single,No,Product & Engineering,Biological Sciences,1,1,Occasional Travel,Y,1,8,0,0,0,0,0-2 yrs,3
1352,51,Male,Divorced,No,People Operations,Biological Sciences,3,5,Occasional Travel,Y,1,33,33,9,0,10,10+ yrs,1
422,58,Male,Divorced,No,Product & Engineering,Biological Sciences,4,1,No Travel,Y,1,12,5,3,1,2,3-5 yrs,2
620,35,Female,Single,No,Business Development,Medical Sciences,3,1,Occasional Travel,Y,1,5,5,4,0,3,3-5 yrs,1
1465,45,Male,Married,No,Product & Engineering,Applied Technology,3,29,Occasional Travel,Y,1,10,3,1,1,2,3-5 yrs,4
762,56,Male,Married,No,Product & Engineering,Medical Sciences,3,9,Occasional Travel,Y,1,30,10,7,1,1,6-10 yrs,7
1062,37,Female,Single,No,Product & Engineering,General Studies,3,3,Occasional Travel,Y,1,8,4,3,0,1,3-5 yrs,3
1700,37,Male,Divorced,No,Business Development,Medical Sciences,4,1,Frequent Travel,Y,1,6,6,3,1,3,6-10 yrs,1
985,39,Male,Single,No,Business Development,Biological Sciences,5,2,Occasional Travel,Y,1,9,8,7,0,7,6-10 yrs,0
1182,35,Male,Divorced,No,Product & Engineering,Biological Sciences,3,2,Occasional Travel,Y,1,15,7,7,6,4,6-10 yrs,2
1070,54,Female,Married,No,Business Development,Biological Sciences,4,2,Occasional Travel,Y,1,13,9,4,7,0,6-10 yrs,6
1046,32,Female,Single,No,Product & Engineering,Medical Sciences,4,29,No Travel,Y,1,10,8,7,7,7,6-10 yrs,9
473,48,Female,Married,No,Business Development,Medical Sciences,1,29,Occasional Travel,Y,1,15,0,0,0,0,0-2 yrs,3
998,33,Female,Married,No,Product & Engineering,General Studies,4,1,Frequent Travel,Y,1,6,6,5,1,2,6-10 yrs,1
163,31,Male,Married,Yes,Business Development,Biological Sciences,4,6,Occasional Travel,Y,1,12,7,7,7,7,6-10 yrs,4
244,46,Female,Divorced,No,Business Development,Marketing & Communications,2,1,Occasional Travel,Y,1,24,24,13,15,7,10+ yrs,1
393,38,Male,Divorced,No,Product & Engineering,Biological Sciences,4,23,Occasional Travel,Y,1,10,2,2,1,2,0-2 yrs,9
1995,38,Male,Married,No,Business Development,Biological Sciences,4,1,Occasional Travel,Y,1,16,15,13,5,8,10+ yrs,0
1706,43,Male,Married,No,Business Development,Medical Sciences,3,2,Occasional Travel,Y,1,10,10,9,8,8,6-10 yrs,1
403,37,Male,Married,No,Product & Engineering,Medical Sciences,3,9,Frequent Travel,Y,1,4,4,2,1,2,3-5 yrs,1
445,39,Female,Married,Yes,Business Development,Medical Sciences,2,3,Occasional Travel,Y,1,12,1,0,0,0,0-2 yrs,4
869,28,Male,Divorced,No,People Operations,Medical Sciences,2,8,Occasional Travel,Y,1,6,5,1,0,4,3-5 yrs,1
2049,35,Male,Married,No,Product & Engineering,Biological Sciences,4,18,Frequent Travel,Y,1,10,10,2,0,2,6-10 yrs,1
117,30,Male,Married,No,Product & Engineering,Biological Sciences,3,2,Occasional Travel,Y,1,11,11,10,10,8,10+ yrs,1
1307,39,Female,Divorced,No,Product & Engineering,Medical Sciences,4,13,Occasional Travel,Y,1,21,19,9,15,2,10+ yrs,6
1866,43,Female,Married,No,Product & Engineering,Medical Sciences,3,6,Occasional Travel,Y,1,21,16,12,6,14,10+ yrs,7
764,27,Female,Single,No,Product & Engineering,Medical Sciences,3,7,Occasional Travel,Y,1,9,7,6,0,7,6-10 yrs,8
936,42,Female,Single,No,Business Development,Medical Sciences,2,14,Occasional Travel,Y,1,10,5,4,0,3,3-5 yrs,7
1916,31,Female,Divorced,No,Product & Engineering,Medical Sciences,3,4,Occasional Travel,Y,1,4,2,2,2,2,0-2 yrs,8
932,39,Male,Married,Yes,Product & Engineering,Medical Sciences,3,6,Occasional Travel,Y,1,8,2,2,2,2,0-2 yrs,7
1264,29,Female,Divorced,No,Product & Engineering,Biological Sciences,3,1,Occasional Travel,Y,1,9,7,7,1,7,6-10 yrs,3
396,49,Female,Single,No,Product & Engineering,Biological Sciences,4,10,Frequent Travel,Y,1,22,3,2,1,2,3-5 yrs,9
1961,38,Male,Single,No,Business Development,Biological Sciences,3,1,Occasional Travel,Y,1,20,1,0,0,0,0-2 yrs,4
2008,35,Male,Single,No,Product & Engineering,Medical Sciences,4,9,Occasional Travel,Y,1,10,10,7,0,8,6-10 yrs,1
468,42,Female,Single,No,Product & Engineering,Biological Sciences,5,23,Occasional Travel,Y,1,16,1,0,0,0,0-2 yrs,2
1537,31,Female,Single,Yes,Product & Engineering,Biological Sciences,3,3,Frequent Travel,Y,1,7,7,2,7,7,6-10 yrs,1
1951,34,Male,Divorced,No,Business Development,Medical Sciences,4,13,Occasional Travel,Y,1,9,8,7,1,1,6-10 yrs,1
924,36,Male,Married,No,Product & Engineering,Biological Sciences,1,14,Occasional Travel,Y,1,17,16,8,4,11,10+ yrs,0
800,27,Male,Married,No,Business Development,Marketing & Communications,1,8,Frequent Travel,Y,1,5,4,2,1,1,3-5 yrs,0
615,40,Male,Divorced,No,Business Development,General Studies,3,28,No Travel,Y,1,20,1,0,0,1,0-2 yrs,3
1535,34,Male,Married,No,Business Development,Applied Technology,3,1,Occasional Travel,Y,1,10,10,9,8,6,6-10 yrs,1
451,43,Female,Married,No,Product & Engineering,Biological Sciences,3,7,Occasional Travel,Y,1,10,1,0,0,0,0-2 yrs,8
1453,31,Male,Divorced,No,Business Development,Biological Sciences,2,8,Occasional Travel,Y,1,13,13,7,9,9,10+ yrs,1
1999,41,Male,Married,No,Product & Engineering,Biological Sciences,3,1,Occasional Travel,Y,1,12,5,3,1,0,3-5 yrs,3
1956,31,Male,Married,No,Product & Engineering,Biological Sciences,3,1,Frequent Travel,Y,1,10,10,8,8,7,6-10 yrs,1
1922,45,Male,Single,No,Product & Engineering,Medical Sciences,4,1,Frequent Travel,Y,1,12,4,2,0,3,3-5 yrs,4
446,33,Male,Single,No,Business Development,Marketing & Communications,3,10,Frequent Travel,Y,1,9,7,7,0,1,6-10 yrs,3
434,27,Female,Single,No,Product & Engineering,Biological Sciences,3,5,Occasional Travel,Y,1,4,4,3,1,2,3-5 yrs,1
2061,36,Male,Married,No,Product & Engineering,Medical Sciences,2,23,Frequent Travel,Y,1,17,5,2,0,3,3-5 yrs,4
1698,33,Male,Married,No,Product & Engineering,Medical Sciences,3,21,Occasional Travel,Y,1,14,14,11,2,13,10+ yrs,1
16,31,Male,Divorced,No,Product & Engineering,Biological Sciences,1,26,Occasional Travel,Y,1,5,5,2,4,3,3-5 yrs,1
235,19,Female,Single,Yes,Business Development,Applied Technology,1,1,Frequent Travel,Y,1,1,0,0,0,0,0-2 yrs,0
359,32,Male,Married,No,Product & Engineering,Biological Sciences,3,7,Frequent Travel,Y,1,5,5,1,0,3,3-5 yrs,1
1133,36,Male,Single,No,Product & Engineering,Biological Sciences,4,18,No Travel,Y,1,18,11,9,0,9,10+ yrs,2
1794,37,Male,Divorced,No,People Operations,General Studies,2,8,Occasional Travel,Y,1,19,10,0,4,7,6-10 yrs,2
1056,28,Male,Married,No,Business Development,Medical Sciences,1,10,Occasional Travel,Y,1,1,1,0,0,0,0-2 yrs,1
183,25,Male,Married,No,Business Development,Biological Sciences,3,28,Occasional Travel,Y,1,6,2,2,2,2,0-2 yrs,2
816,29,Female,Married,Yes,Product & Engineering,Biological Sciences,2,1,Occasional Travel,Y,1,1,1,0,0,0,0-2 yrs,1
1120,29,Female,Divorced,No,Product & Engineering,Biological Sciences,4,28,Occasional Travel,Y,1,11,7,5,1,7,6-10 yrs,4
1035,41,Female,Divorced,No,Product & Engineering,Biological Sciences,1,7,No Travel,Y,1,21,21,16,5,10,10+ yrs,1
184,30,Male,Married,No,People Operations,HR Studies,3,9,Occasional Travel,Y,1,12,11,9,4,7,10+ yrs,0
1800,39,Male,Single,No,Product & Engineering,Medical Sciences,1,10,Occasional Travel,Y,1,9,4,3,2,2,3-5 yrs,7
1783,22,Female,Married,Yes,Product & Engineering,Medical Sciences,1,8,Occasional Travel,Y,1,1,1,0,0,0,0-2 yrs,1
308,31,Male,Married,No,Product & Engineering,Medical Sciences,4,1,No Travel,Y,1,6,5,4,1,4,3-5 yrs,0
1045,45,Female,Married,No,Business Development,Biological Sciences,2,11,Occasional Travel,Y,1,26,9,3,1,1,6-10 yrs,3
547,42,Female,Divorced,No,Product & Engineering,Biological Sciences,2,29,Frequent Travel,Y,1,19,5,4,0,2,3-5 yrs,2
442,31,Female,Married,No,Product & Engineering,Biological Sciences,2,7,Frequent Travel,Y,1,10,10,9,8,9,6-10 yrs,1
408,51,Male,Divorced,No,Product & Engineering,Medical Sciences,3,2,Occasional Travel,Y,1,13,4,1,1,2,3-5 yrs,5
1184,34,Male,Single,No,Product & Engineering,Medical Sciences,3,1,Frequent Travel,Y,1,14,13,9,4,9,10+ yrs,0
992,33,Male,Single,No,Business Development,Biological Sciences,3,17,No Travel,Y,1,10,10,8,6,0,6-10 yrs,1
1962,35,Female,Married,No,Business Development,Biological Sciences,4,7,Occasional Travel,Y,1,10,10,8,0,9,6-10 yrs,1
1986,40,Female,Married,No,Business Development,Marketing & Communications,2,2,Occasional Travel,Y,1,15,11,8,5,10,10+ yrs,3
1268,33,Male,Divorced,No,Business Development,Marketing & Communications,5,10,Occasional Travel,Y,1,10,9,8,0,8,6-10 yrs,0
1163,34,Female,Married,No,Business Development,Biological Sciences,1,9,Occasional Travel,Y,1,6,6,5,1,3,6-10 yrs,1
683,34,Male,Married,No,Product & Engineering,Biological Sciences,5,1,Occasional Travel,Y,1,10,10,9,8,8,6-10 yrs,1
1015,30,Female,Married,No,Product & Engineering,Biological Sciences,2,8,Occasional Travel,Y,1,9,8,7,1,7,6-10 yrs,0
5,33,Female,Married,No,Product & Engineering,Biological Sciences,4,3,Frequent Travel,Y,1,8,8,7,3,0,6-10 yrs,1
1002,45,Male,Married,No,Product & Engineering,Biological Sciences,2,23,No Travel,Y,1,9,9,8,0,8,6-10 yrs,1
626,37,Male,Divorced,No,Business Development,Medical Sciences,4,9,No Travel,Y,1,9,9,5,7,7,6-10 yrs,1
438,31,Male,Divorced,No,Business Development,Marketing & Communications,3,7,Occasional Travel,Y,1,13,7,7,1,7,6-10 yrs,4
8,32,Male,Single,No,Product & Engineering,Biological Sciences,2,2,Frequent Travel,Y,1,8,7,7,3,6,6-10 yrs,0
1301,28,Male,Single,No,Product & Engineering,Applied Technology,3,1,Occasional Travel,Y,1,5,3,2,1,2,3-5 yrs,2
1407,26,Male,Single,No,Product & Engineering,Medical Sciences,1,2,Occasional Travel,Y,1,5,4,3,1,1,3-5 yrs,0
1004,30,Female,Married,Yes,Product & Engineering,Biological Sciences,3,22,Occasional Travel,Y,1,7,5,2,0,1,3-5 yrs,4
52,33,Female,Married,No,Business Development,Biological Sciences,3,1,Frequent Travel,Y,1,10,5,3,1,3,3-5 yrs,2
743,38,Female,Single,No,Product & Engineering,Biological Sciences,3,1,Occasional Travel,Y,1,10,1,0,0,0,0-2 yrs,4
334,41,Male,Divorced,No,Product & Engineering,Biological Sciences,2,19,Occasional Travel,Y,1,17,1,0,0,0,0-2 yrs,2
179,51,Male,Single,Yes,Product & Engineering,Biological Sciences,4,8,Frequent Travel,Y,1,18,4,2,0,3,3-5 yrs,2
837,38,Male,Divorced,No,Product & Engineering,Biological Sciences,3,12,Frequent Travel,Y,1,13,4,3,1,2,3-5 yrs,2
1864,27,Female,Married,No,Business Development,Medical Sciences,1,23,Occasional Travel,Y,1,9,9,8,5,8,6-10 yrs,1
901,53,Female,Single,No,Product & Engineering,Biological Sciences,4,23,Occasional Travel,Y,1,33,12,9,3,8,10+ yrs,6
1479,30,Male,Married,No,Business Development,Biological Sciences,1,16,Occasional Travel,Y,1,4,2,1,2,2,0-2 yrs,8
1876,30,Male,Single,Yes,Business Development,Medical Sciences,3,9,Occasional Travel,Y,1,1,1,0,0,0,0-2 yrs,1
806,30,Male,Married,No,Product & Engineering,Biological Sciences,3,1,Occasional Travel,Y,1,7,2,2,0,2,0-2 yrs,3
1423,58,Female,Married,No,Product & Engineering,Medical Sciences,3,1,Occasional Travel,Y,1,32,9,8,1,5,6-10 yrs,3
1047,34,Male,Divorced,No,Business Development,Marketing & Communications,4,1,Occasional Travel,Y,1,16,15,1,0,9,10+ yrs,0
1918,26,Male,Married,No,Product & Engineering,General Studies,3,6,Frequent Travel,Y,1,8,7,7,7,7,6-10 yrs,0
500,51,Female,Married,No,Business Development,Biological Sciences,2,14,Occasional Travel,Y,1,18,7,7,0,7,6-10 yrs,4
429,39,Male,Married,No,Product & Engineering,Medical Sciences,1,10,Occasional Travel,Y,1,21,21,9,11,10,10+ yrs,1
592,36,Male,Single,No,Business Development,Medical Sciences,4,10,No Travel,Y,1,10,10,3,9,7,6-10 yrs,1
436,32,Female,Married,No,Business Development,Applied Technology,2,8,Occasional Travel,Y,1,13,13,12,11,9,10+ yrs,1
1071,56,Female,Married,No,Product & Engineering,Medical Sciences,3,9,Frequent Travel,Y,1,18,5,4,0,3,3-5 yrs,2
1483,57,Male,Married,No,Product & Engineering,Biological Sciences,2,1,Occasional Travel,Y,1,13,12,9,2,8,10+ yrs,0
568,57,Male,Divorced,No,Business Development,Marketing & Communications,3,29,Occasional Travel,Y,1,32,1,0,0,0,0-2 yrs,3
763,40,Female,Single,No,Product & Engineering,Medical Sciences,1,2,Occasional Travel,Y,1,5,4,2,2,3,3-5 yrs,0
2023,23,Male,Married,Yes,Business Development,Marketing & Communications,3,9,Frequent Travel,Y,1,1,1,0,1,0,0-2 yrs,1
1689,53,Male,Married,No,Product & Engineering,Medical Sciences,4,24,Occasional Travel,Y,1,11,4,3,1,2,3-5 yrs,3
1675,38,Female,Single,No,Product & Engineering,Medical Sciences,3,2,Frequent Travel,Y,1,4,4,3,3,3,3-5 yrs,1
829,36,Male,Married,No,People Operations,HR Studies,3,13,Occasional Travel,Y,1,8,5,2,0,4,3-5 yrs,4
312,29,Female,Married,No,Business Development,Medical Sciences,1,1,Frequent Travel,Y,1,11,11,10,4,1,10+ yrs,1
2015,38,Female,Married,No,Product & Engineering,Medical Sciences,3,10,Occasional Travel,Y,1,20,18,16,1,11,10+ yrs,3
1993,47,Male,Single,No,Product & Engineering,Medical Sciences,3,25,Occasional Travel,Y,1,25,17,14,12,11,10+ yrs,2
1309,32,Male,Married,Yes,Product & Engineering,Biological Sciences,2,7,Occasional Travel,Y,1,10,10,4,1,1,6-10 yrs,1
1621,35,Male,Married,No,Product & Engineering,Biological Sciences,5,18,Occasional Travel,Y,1,16,16,15,1,10,10+ yrs,1
85,36,Male,Single,No,Product & Engineering,Biological Sciences,3,11,Frequent Travel,Y,1,6,6,5,0,3,6-10 yrs,1
1420,49,Male,Single,Yes,Product & Engineering,Biological Sciences,2,28,Frequent Travel,Y,1,20,4,3,1,3,3-5 yrs,3
804,34,Female,Single,No,Product & Engineering,Medical Sciences,4,2,Occasional Travel,Y,1,6,6,5,1,3,6-10 yrs,1
1322,39,Male,Single,No,Product & Engineering,Biological Sciences,2,18,Occasional Travel,Y,1,9,8,7,1,7,6-10 yrs,0
292,30,Male,Single,No,Product & Engineering,Biological Sciences,1,1,No Travel,Y,1,12,11,8,5,8,10+ yrs,1
1391,51,Male,Married,No,Business Development,Marketing & Communications,3,2,Frequent Travel,Y,1,14,4,2,3,2,3-5 yrs,2
1291,35,Male,Married,No,Product & Engineering,Biological Sciences,1,6,Occasional Travel,Y,1,4,3,2,2,2,3-5 yrs,0
732,60,Male,Single,No,Business Development,Marketing & Communications,4,16,Occasional Travel,Y,1,10,2,2,2,2,0-2 yrs,8
2044,50,Male,Divorced,Yes,Business Development,Biological Sciences,4,1,Frequent Travel,Y,1,12,6,3,0,1,6-10 yrs,7
1546,45,Male,Married,No,Product & Engineering,Applied Technology,3,28,Occasional Travel,Y,1,8,5,4,0,3,3-5 yrs,4
112,56,Male,Single,No,Product & Engineering,Biological Sciences,3,7,Occasional Travel,Y,1,37,6,4,0,2,6-10 yrs,4
1857,46,Male,Divorced,No,Product & Engineering,Biological Sciences,2,2,Occasional Travel,Y,1,12,9,8,4,7,6-10 yrs,3
1768,42,Male,Divorced,No,Product & Engineering,Medical Sciences,3,12,Occasional Travel,Y,1,7,5,3,0,4,3-5 yrs,8
1697,60,Male,Divorced,No,Product & Engineering,Medical Sciences,4,1,Occasional Travel,Y,1,19,1,0,0,0,0-2 yrs,3
879,25,Male,Married,No,Business Development,General Studies,1,3,Occasional Travel,Y,1,5,5,3,0,3,3-5 yrs,1
1858,28,Male,Divorced,No,People Operations,Biological Sciences,2,1,No Travel,Y,1,3,3,2,2,2,3-5 yrs,1
1572,53,Female,Married,Yes,Product & Engineering,Applied Technology,5,2,Occasional Travel,Y,1,34,33,7,1,9,10+ yrs,0
1936,39,Male,Married,No,Product & Engineering,Medical Sciences,2,9,Occasional Travel,Y,1,10,10,0,7,9,6-10 yrs,1
1867,48,Male,Married,No,Product & Engineering,Biological Sciences,3,10,Occasional Travel,Y,1,29,22,10,12,9,10+ yrs,4
378,37,Male,Married,No,Business Development,Medical Sciences,4,6,Occasional Travel,Y,1,7,5,4,0,1,3-5 yrs,4
1392,41,Female,Divorced,No,Product & Engineering,Biological Sciences,3,22,Frequent Travel,Y,1,12,6,2,3,3,6-10 yrs,3
484,21,Male,Single,No,Business Development,Medical Sciences,2,9,No Travel,Y,1,3,3,2,2,2,3-5 yrs,1
859,32,Male,Divorced,No,Business Development,Biological Sciences,4,13,Occasional Travel,Y,1,8,5,2,0,3,3-5 yrs,2
4,37,Male,Single,Yes,Product & Engineering,General Studies,2,2,Occasional Travel,Y,1,7,0,0,0,0,0-2 yrs,6
10,59,Female,Married,No,Product & Engineering,Medical Sciences,3,3,Occasional Travel,Y,1,12,1,0,0,0,0-2 yrs,4
425,45,Male,Divorced,No,Product & Engineering,Biological Sciences,3,7,Frequent Travel,Y,1,24,24,9,9,11,10+ yrs,1
881,35,Female,Divorced,Yes,Product & Engineering,Biological Sciences,4,25,Frequent Travel,Y,1,10,10,2,7,8,6-10 yrs,1
1257,36,Male,Married,No,Product & Engineering,Applied Technology,3,3,Frequent Travel,Y,1,12,11,10,0,7,10+ yrs,1
2037,41,Male,Divorced,No,Business Development,Biological Sciences,3,3,Occasional Travel,Y,1,14,5,4,0,4,3-5 yrs,2
298,41,Female,Single,No,Business Development,Biological Sciences,3,6,Occasional Travel,Y,1,16,1,0,0,0,0-2 yrs,3
1292,42,Female,Married,No,Product & Engineering,Medical Sciences,4,7,Occasional Travel,Y,1,18,1,0,0,0,0-2 yrs,6
35,42,Male,Married,No,Business Development,Marketing & Communications,4,8,Occasional Travel,Y,1,10,9,7,4,2,6-10 yrs,0
1495,24,Female,Married,No,Business Development,Biological Sciences,2,13,No Travel,Y,1,1,1,0,0,0,0-2 yrs,1
1157,33,Female,Single,Yes,Business Development,Marketing & Communications,4,9,Occasional Travel,Y,1,6,5,2,0,3,3-5 yrs,0
902,43,Female,Married,No,Product & Engineering,Biological Sciences,3,1,Frequent Travel,Y,1,12,5,2,2,2,3-5 yrs,4
885,25,Male,Married,No,Business Development,Marketing & Communications,1,4,Occasional Travel,Y,1,5,5,2,0,3,3-5 yrs,1
1006,38,Male,Married,No,Product & Engineering,Medical Sciences,1,10,Frequent Travel,Y,1,3,2,1,0,2,0-2 yrs,0
1515,33,Male,Single,No,Product & Engineering,Biological Sciences,5,8,Occasional Travel,Y,1,14,0,0,0,0,0-2 yrs,2
