EmployeeNumber,JobRole,JobLevel,OverTime,DailyRate,HourlyRate,MonthlyRate,MonthlyIncome,PercentSalaryHike,StandardHours,StockOptionLevel,TrainingTimesLastYear
1553,Client Relations Executive,3,No,538,66,20933,7441,12,80,3,4
2051,Product Research Analyst,1,No,1194,98,12549,2001,14,80,3,2
590,HR Specialist,3,Yes,988,43,11533,9950,15,80,3,2
727,Product Research Lead,3,No,1018,39,19373,11159,15,80,0,6
1656,Product Research Lead,3,No,813,50,21981,13269,15,80,3,3
311,Business Development Executive,1,No,319,41,2539,2793,17,80,1,2
1421,Client Relations Executive,3,Yes,337,84,22930,7553,12,80,0,1
314,Business Development Associate,3,No,944,92,9096,8789,14,80,0,3
1833,Business Development Associate,3,No,1125,68,8277,9637,14,80,2,3
1782,Lab Analyst,1,No,1153,40,16376,3702,11,80,1,3
293,Business Development Associate,2,No,1242,90,12916,9981,14,80,0,2
103,HR Specialist,2,Yes,945,80,10425,5021,22,80,1,2
200,Lab Analyst,1,No,933,94,6961,2238,21,80,1,2
1128,Product Research Lead,5,No,1308,44,17544,19626,14,80,0,2
1211,Business Development Associate,2,No,1329,61,13192,4115,19,80,3,3
1224,Lab Analyst,2,No,853,49,11309,3491,13,80,3,4
934,Lab Analyst,1,No,546,83,6896,2008,14,80,2,3
1598,Business Development Associate,2,No,118,84,11262,4639,15,80,1,2
766,Business Development Executive,1,No,1090,83,17967,2297,14,80,2,2
1217,Product Research Lead,5,No,1450,52,10849,19081,11,80,1,2
176,Business Development Associate,3,Yes,802,96,21196,8189,13,80,1,2
1929,Business Development Associate,2,No,1251,32,3987,5736,19,80,1,1
1143,Product Research Analyst,1,No,490,61,17940,3291,14,80,2,2
546,Department Manager,4,No,1490,30,10310,16555,13,80,0,2
1394,Product Research Analyst,1,Yes,1439,54,5182,2996,15,80,0,2
690,Business Development Associate,2,No,1176,62,3487,5561,14,80,1,5
1683,HR Specialist,1,Yes,528,44,4167,3195,18,80,3,2
684,Business Development Associate,2,No,306,100,5630,4286,14,80,2,4
1399,Business Development Associate,2,No,1372,93,12477,6232,11,80,0,3
467,Business Development Executive,2,No,1309,99,25751,2976,19,80,0,3
515,Lab Analyst,1,No,1107,95,26914,3034,12,80,1,2
1,Business Development Associate,2,Yes,1102,94,19479,5993,11,80,0,0
482,Client Relations Executive,2,No,593,88,2967,6755,11,80,0,2
1156,Lab Analyst,1,No,247,80,13556,1904,12,80,0,0
1955,Client Relations Executive,2,No,1146,34,16542,6667,18,80,1,6
641,Business Development Associate,2,No,703,66,7428,6272,20,80,2,5
1758,Business Development Associate,3,Yes,211,74,10092,8564,20,80,0,2
75,Lab Analyst,1,Yes,1142,30,16002,4014,15,80,1,3
882,Lab Analyst,1,No,300,61,9148,2314,12,80,1,2
1797,Business Development Associate,2,Yes,303,84,13492,5813,18,80,0,2
1458,Lab Analyst,1,Yes,592,54,17181,3646,23,80,0,2
1360,Operations Director,3,Yes,601,53,12023,10008,14,80,0,0
238,Lab Analyst,1,No,1480,30,15062,2088,12,80,0,3
604,Business Development Associate,2,Yes,828,77,8346,6582,13,80,0,2
164,Product Research Analyst,1,No,841,46,23300,2368,19,80,0,3
1310,Product Research Analyst,1,No,360,93,22154,3904,13,80,0,2
725,Operations Director,3,No,608,68,6009,7412,11,80,0,3
1200,Product Research Analyst,1,Yes,1097,96,10826,2936,11,80,0,4
996,Lab Analyst,1,No,974,91,11005,2270,14,80,2,2
119,Client Relations Executive,4,No,530,78,14115,13503,22,80,1,3
2000,Product Research Lead,3,No,1162,98,17231,11957,18,80,2,3
247,Product Research Analyst,1,No,629,95,5711,2311,15,80,0,3
1225,Product Research Analyst,2,No,200,32,7744,4541,25,80,0,3
1362,Business Development Associate,2,No,607,83,2261,4639,16,80,1,2
1094,Lab Analyst,1,No,1277,87,5869,4621,19,80,3,4
554,Business Development Executive,1,Yes,1448,62,21972,3202,16,80,0,4
343,Client Relations Executive,3,No,505,64,6420,10938,25,80,0,1
90,Product Research Analyst,1,Yes,318,79,21777,3388,17,80,1,0
1115,Product Research Analyst,1,No,697,40,22478,2979,17,80,3,2
174,Business Development Associate,3,No,809,77,6645,9208,11,80,0,3
410,Department Manager,4,No,334,88,15896,16015,19,80,0,2
1389,Operations Director,2,Yes,330,98,21057,6179,15,80,2,3
444,Department Manager,5,No,672,54,21141,19272,15,80,1,2
2020,Product Research Analyst,1,Yes,1037,42,13422,2436,12,80,0,2
1545,Operations Director,2,No,575,44,24152,4320,13,80,0,2
677,Business Development Associate,2,No,1216,39,20431,7104,12,80,0,3
2018,Business Development Associate,2,Yes,1382,85,13684,4907,22,80,1,3
1161,Client Relations Executive,2,No,367,52,17171,5731,13,80,2,2
486,Lab Analyst,1,No,921,98,17663,3452,20,80,1,3
667,Business Development Executive,1,No,1420,85,16346,3041,11,80,1,3
1992,Lab Analyst,1,Yes,977,57,7298,3977,19,80,1,2
456,Business Development Associate,2,No,570,30,5431,6118,13,80,3,2
565,Product Research Analyst,1,No,408,71,18300,2546,16,80,0,2
224,Product Research Analyst,1,Yes,1450,79,25326,2566,15,80,1,2
36,Client Relations Executive,3,No,477,42,2094,10248,14,80,1,4
705,Product Research Analyst,1,No,885,58,8544,2819,16,80,1,3
262,Product Research Analyst,1,No,1344,37,5228,2089,14,80,3,3
1299,Lab Analyst,1,Yes,806,39,17285,3339,13,80,2,2
1870,Product Research Analyst,1,No,1131,77,23844,4774,19,80,1,2
1869,Business Development Associate,3,No,1254,64,14011,7314,21,80,3,2
231,Product Research Analyst,1,No,120,43,12430,3038,20,80,0,2
228,Business Development Associate,3,No,1339,41,8053,9419,12,80,1,2
904,Business Development Associate,3,Yes,1252,32,4814,7642,13,80,0,2
239,Lab Analyst,2,No,111,66,11012,3072,11,80,2,4
709,Business Development Associate,2,No,243,46,7791,4028,20,80,0,2
1670,Business Development Associate,2,No,392,93,3921,5505,14,80,2,5
1630,Client Relations Executive,2,No,208,52,12250,4148,12,80,1,5
1275,Product Research Analyst,1,Yes,583,53,9973,2875,20,80,0,2
663,Lab Analyst,2,Yes,1001,72,19627,5679,13,80,1,3
96,Product Research Analyst,2,No,548,66,7346,6220,17,80,2,3
1721,Lab Analyst,1,No,741,69,18103,3477,14,80,1,2
813,Lab Analyst,2,No,1325,82,21821,3149,20,80,1,3
1039,Business Development Associate,4,Yes,1448,53,11737,13320,18,80,1,2
912,Lab Analyst,1,No,1086,62,6054,2532,14,80,3,5
1175,Lab Analyst,1,Yes,1485,79,22955,2515,11,80,0,4
325,Lab Analyst,1,Yes,813,58,22149,2436,13,80,1,2
1017,Lab Analyst,1,No,109,60,25725,2422,17,80,0,3
297,Product Research Analyst,1,Yes,1005,88,8556,2657,11,80,0,5
221,Product Research Analyst,1,No,440,42,6672,2713,11,80,1,2
175,Business Development Associate,2,Yes,542,71,24788,4559,11,80,1,2
2021,Business Development Executive,1,Yes,501,58,25479,2380,11,80,0,6
306,Product Research Lead,3,Yes,663,47,10056,12185,14,80,3,1
1687,Lab Analyst,1,No,1495,87,26176,3306,19,80,1,5
1303,Product Research Analyst,1,No,266,40,18830,2096,18,80,0,3
252,Product Research Analyst,1,No,931,72,4673,2756,13,80,1,5
54,Lab Analyst,1,No,1240,33,19715,2341,13,80,1,6
966,Operations Director,2,No,498,93,13554,6725,12,80,1,2
143,Product Research Analyst,1,No,1280,64,26897,2889,11,80,2,2
51,Product Research Analyst,1,Yes,852,82,13072,3419,14,80,1,3
787,Department Manager,5,Yes,725,78,21199,19859,13,80,1,2
1854,Product Research Analyst,1,No,355,38,6161,2936,22,80,2,1
1878,Product Research Analyst,1,Yes,391,75,26092,2472,23,80,0,2
1989,Lab Analyst,1,No,911,76,4077,3748,13,80,0,6
652,Lab Analyst,2,No,538,54,14004,3681,14,80,0,3
630,Product Research Analyst,2,Yes,956,78,22087,5577,12,80,2,3
1245,Operations Director,3,No,966,53,9659,10502,17,80,1,2
1319,Business Development Associate,3,Yes,1030,64,21534,8446,19,80,0,2
31,Product Research Analyst,1,No,699,83,17102,2960,11,80,0,2
1973,Department Manager,5,Yes,189,71,25811,19636,18,80,1,0
1408,Department Manager,4,No,1147,31,16616,16799,14,80,1,5
88,Product Research Analyst,1,No,664,79,5868,2194,13,80,1,2
1239,Business Development Associate,2,No,107,84,11591,6852,12,80,1,2
1736,Operations Director,2,No,163,30,6670,5238,20,80,0,3
488,Business Development Associate,2,No,143,56,9558,9355,18,80,0,5
686,Lab Analyst,1,Yes,991,71,17759,2659,13,80,1,2
1190,Business Development Executive,1,No,862,76,14947,2827,12,80,3,3
1805,HR Specialist,1,No,1336,100,7129,2592,13,80,3,3
511,Product Research Analyst,1,No,253,43,24440,2244,13,80,1,1
1019,Lab Analyst,1,No,217,94,6881,2451,15,80,1,3
1001,Lab Analyst,1,No,1134,37,12086,2811,14,80,1,2
1835,Business Development Executive,2,Yes,723,77,4244,5405,20,80,2,4
611,Operations Director,2,No,232,34,22645,4262,12,80,2,2
364,Lab Analyst,1,No,529,79,14935,3485,11,80,0,5
98,Operations Director,2,No,746,61,20682,4424,23,80,0,2
1278,Client Relations Executive,4,Yes,177,37,25592,13577,15,80,1,3
321,HR Specialist,1,No,818,52,25657,2267,17,80,0,2
595,Business Development Associate,2,No,163,37,19658,4051,14,80,1,2
525,Lab Analyst,1,No,313,61,15238,2258,20,80,1,1
845,Operations Director,3,No,950,59,18869,10221,21,80,0,3
242,Product Research Analyst,1,No,134,90,10515,2500,14,80,0,2
23,Department Manager,4,No,1219,78,22021,15427,16,80,0,3
1801,Business Development Associate,2,No,849,98,25166,7991,15,80,0,3
1461,HR Specialist,1,No,1398,96,24609,2109,18,80,0,3
461,Product Research Lead,3,Yes,343,92,15682,11510,14,80,1,3
1424,Product Research Lead,4,No,1136,81,12414,14732,13,80,2,4
1233,Business Development Associate,2,Yes,696,52,10893,5220,18,80,1,3
825,Product Research Lead,5,Yes,286,31,25761,19246,12,80,0,2
79,Lab Analyst,2,No,653,50,5456,2406,11,80,0,2
1732,Business Development Associate,3,Yes,1277,74,5596,10368,12,80,1,5
377,Product Research Analyst,1,No,1158,94,2613,2070,23,80,1,3
2032,Lab Analyst,1,No,310,72,3666,2339,11,80,1,4
1220,Business Development Associate,2,No,1146,82,4905,4539,12,80,1,3
1552,Client Relations Executive,2,Yes,1142,72,8841,4069,18,80,0,2
1944,HR Specialist,1,No,1337,58,19555,2863,12,80,0,2
384,Operations Director,2,No,1479,84,26767,6397,20,80,1,6
1804,Operations Director,2,No,1180,90,24442,5762,14,80,1,6
969,Client Relations Executive,2,No,1069,42,12291,6949,14,80,0,3
492,Business Development Associate,2,Yes,575,68,6110,6380,12,80,2,6
1905,Product Research Analyst,1,Yes,967,85,14460,2307,23,80,1,2
47,Business Development Executive,1,Yes,869,86,3810,2683,14,80,0,2
1022,Client Relations Executive,2,No,277,97,13119,4240,13,80,0,0
1830,Product Research Analyst,2,No,431,68,15696,6854,15,80,1,2
922,Business Development Executive,1,No,500,49,22052,2044,13,80,0,3
1813,Product Research Analyst,1,No,343,52,24978,2438,13,80,0,2
1859,Client Relations Executive,2,No,726,93,21143,6384,17,80,2,3
1374,Product Research Analyst,1,No,999,92,15891,2029,20,80,3,2
752,Product Research Analyst,1,Yes,933,57,20366,2759,12,80,0,2
1647,Product Research Analyst,1,No,486,86,22490,3517,17,80,0,0
959,Business Development Executive,1,Yes,419,37,9947,2121,13,80,0,3
1026,Operations Director,4,No,466,65,7060,12742,16,80,1,3
260,Product Research Analyst,1,No,894,99,11781,2279,16,80,0,2
1283,Operations Director,3,No,1429,67,20002,10512,12,80,0,6
613,Department Manager,3,No,688,44,25291,11557,21,80,1,3
1216,Lab Analyst,1,No,1179,78,12449,3196,12,80,3,2
523,Business Development Associate,2,No,1381,72,12740,6538,15,80,1,3
941,Business Development Executive,1,No,154,41,11737,2329,15,80,0,2
1050,Business Development Associate,3,No,124,38,23537,7525,12,80,1,2
2034,Operations Director,4,No,582,60,5640,13570,23,80,1,3
1013,Operations Director,3,No,1441,56,13943,10739,11,80,1,2
562,Lab Analyst,1,No,1400,53,16734,2097,15,80,1,3
499,Client Relations Executive,3,No,1261,31,12066,10965,24,80,0,2
550,Operations Director,2,No,1485,87,26314,4810,14,80,1,5
97,Lab Analyst,1,No,132,55,22002,3038,12,80,0,3
1939,Product Research Analyst,1,Yes,238,47,15318,2432,14,80,0,2
1619,Lab Analyst,1,No,1302,67,16290,4066,11,80,2,3
679,Product Research Analyst,2,Yes,646,92,18089,6322,12,80,1,2
1150,Operations Director,2,Yes,718,79,17689,5056,15,80,1,2
267,Product Research Analyst,1,Yes,290,65,22977,3564,12,80,1,3
1601,Lab Analyst,1,No,1349,63,7713,2690,18,80,1,5
851,Department Manager,4,No,1318,66,5594,16307,14,80,1,2
151,Product Research Analyst,2,No,1031,45,15000,4505,15,80,1,3
558,Department Manager,5,No,1398,79,13022,18041,14,80,0,2
1972,HR Specialist,1,Yes,1444,88,5224,2991,11,80,1,2
1363,Operations Director,3,No,855,54,18706,7898,11,80,0,2
836,Operations Director,2,No,933,98,11806,4434,13,80,1,3
1979,Product Research Lead,3,No,697,40,26862,11031,20,80,1,2
118,Business Development Associate,3,No,669,64,13596,9619,16,80,0,3
1185,Lab Analyst,1,No,636,47,26537,2376,13,80,1,2
1928,Business Development Executive,1,No,746,45,10642,1091,17,80,0,3
1976,Product Research Analyst,2,No,335,37,14811,4332,12,80,0,2
1043,Operations Director,3,Yes,945,82,5083,10880,13,80,0,2
675,Product Research Analyst,1,No,604,69,12145,2773,20,80,0,3
15,Lab Analyst,2,Yes,153,49,12682,4193,12,80,0,3
526,Client Relations Executive,2,Yes,1473,74,2227,4522,14,80,0,3
390,Client Relations Executive,2,Yes,496,60,22722,4741,13,80,1,3
961,Client Relations Executive,2,Yes,616,41,17369,5855,11,80,2,2
1692,Lab Analyst,1,No,1259,95,24852,1393,12,80,0,2
1940,Product Research Analyst,1,No,1206,71,14293,4771,19,80,2,0
960,Lab Analyst,1,No,129,84,13008,2973,19,80,0,2
1191,Department Manager,5,No,718,92,18575,19943,13,80,1,2
216,Business Development Executive,1,No,303,75,11314,2231,18,80,1,3
1251,Client Relations Executive,2,Yes,1332,80,17089,6833,12,80,0,2
1644,Department Manager,4,No,365,89,5602,15202,25,80,1,3
352,Product Research Lead,5,No,1416,49,5949,19436,19,80,1,5
453,Business Development Associate,2,Yes,1124,57,13273,7457,22,80,3,2
1945,Business Development Associate,2,No,682,71,15975,5561,16,80,1,2
1467,HR Specialist,1,No,1107,52,3072,2742,15,80,0,0
704,Lab Analyst,1,No,727,41,16900,1281,18,80,2,3
1431,Product Research Analyst,1,No,560,91,20284,2996,14,80,2,2
1066,Business Development Associate,2,No,300,74,22217,8396,14,80,1,3
1807,Lab Analyst,2,No,234,93,6208,5346,17,80,1,3
1052,Lab Analyst,2,No,660,81,7858,4834,14,80,1,3
1527,Department Manager,4,No,228,51,11380,16606,12,80,1,2
714,Business Development Associate,2,Yes,1410,71,16673,4647,20,80,2,3
28,Product Research Lead,3,No,419,53,21293,11994,11,80,0,4
477,Client Relations Executive,2,No,1332,98,17078,6781,23,80,0,6
1747,HR Specialist,1,No,600,66,9732,2180,11,80,1,0
460,Operations Director,2,No,1192,61,23177,6347,16,80,2,2
578,Lab Analyst,2,No,548,42,23428,3780,11,80,0,3
638,Product Research Lead,5,Yes,1245,58,2125,19502,17,80,1,5
300,Product Research Analyst,1,No,992,85,19757,2058,14,80,0,1
1273,Business Development Executive,1,Yes,599,73,8040,1118,14,80,0,4
1937,Product Research Analyst,2,Yes,1394,58,18115,2133,16,80,1,3
1425,Business Development Associate,2,Yes,1174,99,20763,9278,16,80,0,3
2014,Product Research Analyst,2,No,116,52,5340,4108,13,80,0,2
124,Client Relations Executive,3,Yes,638,40,3142,10673,13,80,1,5
1422,Product Research Lead,4,No,971,54,5652,17328,19,80,0,3
972,Lab Analyst,2,No,805,57,23163,4447,12,80,0,5
1403,Business Development Associate,2,Yes,205,98,7100,5769,11,80,0,3
206,Lab Analyst,2,No,194,60,10901,2348,18,80,1,2
1784,Business Development Associate,2,No,196,91,13402,5468,14,80,2,3
2064,Operations Director,2,Yes,155,87,5174,6142,20,80,1,0
1098,HR Specialist,3,No,1376,91,2326,10482,14,80,1,1
805,Business Development Executive,1,No,384,72,20317,2572,16,80,1,1
983,Business Development Associate,2,Yes,152,85,19899,5666,13,80,0,1
1729,Product Research Analyst,1,No,793,33,3811,2862,12,80,1,2
657,Product Research Analyst,1,No,959,83,11757,2836,13,80,0,0
773,Product Research Analyst,1,Yes,268,92,20471,3057,13,80,1,0
1113,Business Development Associate,2,Yes,959,81,17251,4728,14,80,0,4
700,Product Research Analyst,1,No,1115,54,15174,2045,13,80,0,0
878,HR Specialist,1,No,1278,77,8635,2342,21,80,0,3
1542,Lab Analyst,1,No,1210,68,24052,4841,14,80,1,3
1837,Product Research Lead,4,Yes,1216,87,21624,15787,14,80,0,3
1099,Client Relations Executive,3,No,654,34,21214,7119,15,80,1,2
153,Department Manager,3,No,1354,45,5615,11631,12,80,0,6
1028,Lab Analyst,1,No,802,45,9541,3917,20,80,1,4
1529,Client Relations Executive,3,No,1029,91,21195,8606,19,80,0,3
1158,Lab Analyst,1,Yes,167,46,9051,4766,11,80,1,4
158,Department Manager,4,Yes,394,92,19494,16959,12,80,2,3
911,Lab Analyst,1,Yes,374,87,18016,2795,24,80,0,2
880,Operations Director,3,Yes,607,66,23457,10685,20,80,1,2
493,Product Research Analyst,1,Yes,408,42,7551,2657,16,80,0,5
372,Client Relations Executive,4,Yes,1385,79,7501,13496,14,80,0,2
910,HR Specialist,1,Yes,1075,57,22650,2277,11,80,1,4
1304,Business Development Associate,2,No,604,56,11693,6209,15,80,2,4
1140,Operations Director,2,No,1003,95,15834,4033,11,80,0,3
1212,Business Development Associate,2,No,1184,62,25440,4327,12,80,3,2
60,Business Development Associate,2,No,1065,72,10034,4568,20,80,0,2
1771,Product Research Analyst,2,No,775,90,6194,3055,15,80,2,2
1396,Business Development Associate,2,Yes,499,36,20497,4078,13,80,3,3
1226,Business Development Executive,1,No,654,43,5050,2678,17,80,0,2
1073,Operations Director,3,No,796,51,15669,8858,11,80,0,2
7,Lab Analyst,1,No,591,40,16632,3468,12,80,1,3
1415,Lab Analyst,1,No,949,81,4910,3229,11,80,1,2
1787,Business Development Associate,2,No,589,46,8800,4189,14,80,2,2
363,Department Manager,4,Yes,488,75,14977,16872,12,80,1,2
1635,Operations Director,2,No,1329,59,5388,5770,19,80,2,3
1882,Business Development Associate,3,Yes,1480,64,24444,9713,13,80,3,3
593,Lab Analyst,1,No,1368,99,9129,3894,16,80,0,3
1412,Operations Director,3,No,200,60,19944,9362,11,80,0,2
1522,Product Research Analyst,1,No,224,100,7568,2362,13,80,0,2
1166,Product Research Lead,3,No,593,88,13782,13499,17,80,0,3
1842,HR Specialist,1,No,359,89,21495,2956,17,80,0,4
417,Client Relations Executive,3,No,1132,48,10942,9613,17,80,3,5
1622,Operations Director,2,No,580,39,20460,4877,21,80,1,5
428,Department Manager,3,No,553,74,23364,11878,11,80,2,2
201,Lab Analyst,1,No,1181,79,16102,1483,14,80,0,3
797,Product Research Analyst,1,No,182,72,13551,3280,16,80,0,2
64,Lab Analyst,3,Yes,626,98,19294,5381,13,80,0,2
1618,Operations Director,2,No,1387,76,3835,5377,13,80,3,3
1011,Operations Director,2,No,853,96,11275,4148,12,80,1,1
1162,Product Research Analyst,1,No,199,55,7950,2539,13,80,1,0
1577,Product Research Analyst,1,No,479,35,22061,2972,13,80,0,4
632,Business Development Executive,1,No,535,38,5530,2400,13,80,2,3
1367,Operations Director,4,No,1405,82,24439,13142,16,80,0,1
905,Department Manager,4,No,881,98,4544,17924,11,80,1,3
530,Lab Analyst,1,No,329,98,16193,2218,12,80,1,3
699,Operations Director,2,Yes,913,48,13934,8847,11,80,1,2
437,Business Development Associate,2,Yes,1377,74,5242,4478,11,80,0,3
24,Product Research Analyst,1,Yes,371,45,4306,3944,11,80,0,3
954,Business Development Associate,3,No,658,67,20652,9705,12,80,1,2
46,Product Research Analyst,1,No,1273,72,21923,2645,12,80,2,3
1259,Product Research Analyst,1,No,1167,76,3208,2517,11,80,3,2
1154,Product Research Analyst,1,Yes,773,39,22088,2703,14,80,1,2
1850,Lab Analyst,1,Yes,1297,53,19826,2379,14,80,0,3
544,Product Research Analyst,1,No,192,69,9655,2654,21,80,2,3
1285,Lab Analyst,2,No,135,46,22534,4444,13,80,2,2
733,Operations Director,3,No,294,32,4809,8793,21,80,2,4
1048,Department Manager,3,Yes,1089,66,11038,11904,14,80,1,1
1496,Operations Director,3,Yes,1193,86,19719,10209,18,80,0,2
337,Product Research Lead,3,No,1327,73,13523,13675,12,80,1,3
1592,Product Research Analyst,1,No,977,45,12826,2073,16,80,1,2
1088,Client Relations Executive,3,No,330,65,24608,8823,18,80,1,4
661,Product Research Lead,4,Yes,782,50,2671,16627,14,80,1,3
207,Business Development Associate,3,No,967,43,15589,8998,14,80,0,2
1350,Product Research Analyst,2,Yes,482,87,2690,4249,11,80,0,3
1193,Product Research Analyst,1,No,645,54,7172,2552,25,80,0,4
864,Business Development Associate,3,Yes,930,74,19239,10761,12,80,1,2
956,Business Development Associate,2,No,1283,52,11148,4294,12,80,0,2
789,Business Development Associate,3,No,1434,76,14229,7587,15,80,0,1
1971,Client Relations Executive,3,No,574,30,16873,7510,17,80,1,1
22,Lab Analyst,1,Yes,1123,96,7324,2935,13,80,2,2
167,Business Development Executive,1,Yes,528,50,26820,1675,19,80,0,2
1294,Operations Director,2,Yes,429,53,2323,5410,11,80,0,2
1379,Business Development Executive,1,No,703,90,11882,2785,14,80,0,3
2025,Operations Director,2,No,688,97,9192,5131,13,80,3,3
259,Department Manager,5,No,699,65,5678,19999,14,80,1,5
1607,Product Research Analyst,1,No,634,35,18783,3312,17,80,2,3
1397,Client Relations Executive,3,No,1485,71,3449,10920,21,80,1,2
2019,Business Development Executive,1,No,585,40,19788,3482,15,80,2,3
1720,Product Research Analyst,1,No,585,56,17360,3433,13,80,1,3
838,Product Research Analyst,1,No,702,100,8306,2553,16,80,0,3
246,Product Research Analyst,1,Yes,140,95,6984,3929,23,80,1,0
411,Business Development Executive,1,No,812,69,9724,1200,12,80,0,2
669,Business Development Executive,1,No,1343,49,24444,3447,11,80,0,2
1847,Product Research Analyst,2,Yes,430,73,19573,6962,22,80,1,2
1725,Lab Analyst,1,No,506,91,3622,3907,13,80,3,2
1701,Product Research Analyst,1,No,678,35,20338,2929,12,80,0,3
707,Business Development Associate,2,No,810,57,15678,4851,22,80,1,4
1506,Product Research Analyst,1,No,1423,72,12530,1563,14,80,1,2
643,Lab Analyst,1,No,823,94,9100,2127,21,80,1,2
214,Product Research Analyst,1,Yes,1145,75,11873,3346,20,80,1,3
21,Product Research Analyst,1,Yes,334,80,15053,3298,12,80,2,5
1513,Lab Analyst,1,No,410,97,4668,3180,13,80,3,3
749,Business Development Executive,1,No,1396,99,2755,2642,11,80,0,6
913,Product Research Analyst,1,Yes,661,61,7508,2559,13,80,0,0
1684,Lab Analyst,1,Yes,1320,93,20586,3989,11,80,0,2
1436,Business Development Associate,2,No,329,98,13494,5647,13,80,2,3
1727,Client Relations Executive,2,No,717,34,9697,5562,14,80,0,3
1346,Product Research Analyst,2,No,523,98,22455,4661,13,80,0,4
1948,Product Research Analyst,1,Yes,976,48,3995,3065,13,80,1,3
389,Lab Analyst,2,Yes,147,37,15972,5415,19,80,1,4
1107,Lab Analyst,1,No,1330,37,19373,2377,20,80,1,0
309,Product Research Analyst,1,No,142,70,8456,2177,17,80,1,6
33,Product Research Analyst,1,Yes,1125,72,4681,3919,22,80,0,5
585,Business Development Executive,1,No,413,57,18398,2983,14,80,0,3
2013,Business Development Executive,1,No,234,68,18024,2269,14,80,1,2
315,Product Research Analyst,1,Yes,896,86,14961,2389,13,80,0,3
49,Business Development Executive,1,No,890,97,9687,2014,13,80,0,3
1038,Department Manager,5,No,266,57,25846,19845,15,80,1,3
1474,Product Research Analyst,1,No,896,68,8045,2345,14,80,1,3
631,Business Development Associate,2,No,1474,60,23914,4707,12,80,0,2
1756,Business Development Associate,2,No,1283,62,10697,5147,15,80,0,2
2031,Department Manager,5,No,300,56,17312,18880,11,80,0,2
958,Lab Analyst,1,No,938,79,12287,2519,21,80,0,6
1900,Department Manager,4,No,117,58,2437,17174,11,80,1,3
887,Product Research Analyst,1,No,1418,36,10554,3580,16,80,1,2
1778,HR Specialist,1,No,244,97,5033,3539,13,80,0,5
1631,Operations Director,2,No,671,85,26493,5768,17,80,3,2
1719,Product Research Lead,4,No,1005,48,17119,16704,11,80,0,2
1873,Product Research Analyst,1,No,836,98,7975,2662,20,80,1,2
1111,Lab Analyst,1,No,1009,45,7160,2596,15,80,2,2
217,Product Research Analyst,1,No,1256,80,11992,2323,24,80,2,6
1338,Department Manager,5,No,206,99,4022,19717,14,80,0,4
1667,Business Development Associate,2,Yes,880,36,10414,4581,24,80,0,2
1138,Business Development Associate,4,No,174,56,11879,13120,17,80,1,3
1746,HR Specialist,1,No,897,59,2097,2145,14,80,1,2
1228,Operations Director,2,No,150,60,17433,7379,11,80,1,3
1277,Department Manager,5,Yes,1449,94,2493,18824,16,80,0,2
205,Business Development Executive,2,Yes,1436,34,16047,2306,20,80,1,3
1888,Operations Director,2,No,556,93,23888,5906,13,80,2,2
692,Client Relations Executive,2,No,1296,30,5335,7725,23,80,1,2
1602,Department Manager,4,No,563,56,3156,17567,15,80,0,5
1728,Operations Director,2,No,1370,49,5151,6883,16,80,1,3
138,Product Research Analyst,2,No,665,41,12482,4809,14,80,0,3
812,Lab Analyst,1,No,1092,60,26551,2694,11,80,3,4
1826,Lab Analyst,1,No,185,91,9696,2705,16,80,1,2
1612,Business Development Associate,2,No,336,52,24162,4385,15,80,1,2
70,Client Relations Executive,3,Yes,1097,79,8302,9884,13,80,1,3
204,Business Development Associate,3,No,662,94,11439,7295,13,80,2,3
534,Business Development Associate,3,No,645,49,19566,8392,16,80,1,2
2009,Client Relations Executive,2,Yes,501,95,21653,4878,13,80,1,6
286,Lab Analyst,1,No,635,73,7703,2153,13,80,0,2
1982,Lab Analyst,1,No,571,78,13672,2647,13,80,0,6
1586,Lab Analyst,1,Yes,1370,87,16213,4723,18,80,0,3
12,Operations Director,3,No,216,44,8787,9526,21,80,0,2
1430,Product Research Lead,4,No,182,93,8847,16422,11,80,0,3
1849,Business Development Associate,2,No,1422,92,19246,5675,20,80,1,5
1494,Lab Analyst,1,Yes,381,89,16998,3172,11,80,0,2
606,Business Development Associate,2,No,561,61,16177,4805,19,80,1,3
347,Product Research Analyst,2,Yes,916,82,23016,6545,13,80,0,1
1252,Client Relations Executive,2,No,1062,96,17198,6812,19,80,0,2
1799,Product Research Analyst,1,No,1181,82,5531,2044,11,80,1,6
1234,Lab Analyst,1,No,116,77,7331,2743,20,80,1,2
1952,Lab Analyst,1,No,157,95,20006,2867,13,80,0,6
861,Product Research Analyst,1,No,1012,75,2373,3761,12,80,1,3
465,Product Research Analyst,1,No,1309,83,16092,2904,12,80,2,2
1766,Client Relations Executive,2,Yes,833,60,24539,5811,16,80,1,2
362,Lab Analyst,2,No,128,84,19737,2176,13,80,0,5
202,Product Research Analyst,2,No,1395,54,8504,5605,11,80,1,2
635,Operations Director,2,No,446,65,15701,6447,12,80,1,2
888,Lab Analyst,1,No,1269,46,10778,3162,17,80,0,2
2048,Product Research Analyst,1,No,1322,52,2725,2809,14,80,0,2
1949,Lab Analyst,1,No,1351,66,9238,2810,22,80,0,3
758,Lab Analyst,1,No,650,37,4344,2500,14,80,1,2
1295,Client Relations Executive,3,No,621,73,14075,7978,11,80,1,2
